,country,isonum,isocode,year,rank_heal,heal,Sadness,Sadness_year,Joy,Joy_year,healp,healp_year,cityheal,cityheal_year,tblnl,tblnl_year,Obesity,Obesity_year,mort,mort_year,meandiabetes,meandiabetes_year,leb,leb_year,dpt,dpt_year,imeas,imeas_year,impsan,impsan_year
684,Mexico,484,MEX,2011,50,74.81277465820312,***,2011,***,2011,***,2011,***,2011,0.9555114507675171,2011,25.9,2010,571.4,2011,9.678121566772461,2011,76.18565853658536,2011,97,2011,98,2011,83.0,2011
685,Macedonia,807,MKD,2011,76,71.1469497680664,***,2011,***,2011,***,2011,***,2011,0.18232156336307526,2010,18.2,2010,715.3,2010,12.0,2015,74.87451219512195,2011,96,2011,97,2011,91.0,2011
686,Mali,466,MLI,2011,132,57.487945556640625,***,2011,***,2011,***,2011,***,2011,3.3594753742218018,--,5.7,2010,705.2713012695312,--,4.621152400970459,2011,56.654682926829274,2011,66,2011,72,2011,22.9,2011
687,Malta,470,MLT,2011,31,78.36190795898438,***,2011,***,2011,***,2011,***,2011,-0.9680723547935486,--,24.7,2010,254.5763702392578,--,9.844039916992188,2011,80.74634146341464,2011,96,2011,84,2011,100.0,2011
688,Montenegro,499,MNE,2011,66,73.08720397949219,***,2011,***,2011,***,2011,***,2011,-2.3025851249694824,2009,18.7,2010,652.4,2009,8.35556697845459,2011,75.39131707317074,2011,95,2011,91,2011,94.0,2011
689,Mongolia,496,MNG,2011,82,70.62371063232422,***,2011,***,2011,***,2011,***,2011,1.1910288333892822,--,14.4,2010,617.91259765625,--,8.290423393249512,2011,68.12253658536586,2011,99,2011,98,2011,57.2,2011
690,Mozambique,508,MOZ,2011,141,53.65206527709961,***,2011,***,2011,***,2011,***,2011,4.509055137634277,--,4.4,2010,1233.7760009765625,--,4.339722633361816,2011,53.73829268292683,2011,76,2011,82,2011,19.3,2011
691,Mauritania,478,MRT,2011,126,58.548980712890625,***,2011,***,2011,***,2011,***,2011,2.1130177974700928,--,8.2,2010,777.4343872070312,--,6.284249305725098,2011,62.29248780487806,2011,75,2011,67,2011,36.9,2011
692,Mauritius,480,MUS,2011,48,75.06448364257812,***,2011,***,2011,***,2011,***,2011,0.3364722430706024,2011,15.0,2010,717.1,2011,13.39554214477539,2011,73.2668292682927,2011,98,2011,99,2011,92.9,2011
693,Malawi,454,MWI,2011,113,62.5535888671875,***,2011,***,2011,***,2011,***,2011,3.6536455154418945,--,4.2,2010,878.1685180664062,--,4.056219100952148,2011,58.50012195121952,2011,97,2011,96,2011,39.2,2011
694,Malaysia,458,MYS,2011,24,79.61621856689453,***,2011,***,2011,***,2011,***,2011,1.3327419757843018,--,10.5,2010,600.9100341796875,--,9.24807357788086,2011,74.28675609756098,2011,96,2011,95,2011,95.7,2011
695,Namibia,516,NAM,2011,106,64.13648223876953,***,2007,***,2007,***,2007,***,2007,1.0934867858886719,--,16.8,2010,746.0214233398438,--,5.046494483947754,2011,63.27717073170732,2011,82,2011,74,2011,32.7,2011
696,Niger,562,NER,2011,130,58.08607864379883,***,2011,***,2011,***,2011,***,2011,3.9855830669403076,--,3.7,2010,742.4072265625,--,3.886336326599121,2011,59.20456097560976,2011,75,2011,69,2011,9.8,2011
697,Nigeria,566,NGA,2011,145,50.80113220214844,***,2011,***,2011,***,2011,***,2011,4.263279914855957,--,8.9,2010,1034.018798828125,--,4.094182968139648,2011,51.737804878048784,2011,48,2011,49,2011,30.2,2011
698,Nicaragua,558,NIC,2011,70,71.98051452636719,***,2011,***,2011,***,2011,***,2011,2.0003669261932373,--,15.7,2010,672.4088134765625,--,7.498501777648926,2011,73.90129268292685,2011,98,2011,99,2011,65.7,2011
699,Netherlands,528,NLD,2011,5,82.57352447509766,***,2011,***,2011,***,2011,***,2011,-2.3025851249694824,2011,18.0,2010,399.2,2011,6.005033016204834,2011,81.2048780487805,2011,97,2011,96,2011,97.8,2011
700,Norway,578,NOR,2011,14,81.2126693725586,***,2008,***,2008,***,2008,***,2008,-1.2039728164672852,2011,21.6,2010,394.8,2011,6.616499900817871,2011,81.2951219512195,2011,94,2011,93,2011,98.1,2011
701,Nepal,524,NPL,2011,107,63.86111831665039,***,2011,***,2011,***,2011,***,2011,3.6403963565826416,--,2.7,2010,983.3009033203125,--,8.594320297241211,2011,68.40663414634147,2011,92,2011,88,2011,39.5,2011
702,New Zealand,554,NZL,2011,13,81.23961639404297,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,26.5,2010,399.9,2011,8.29287052154541,2011,80.90487804878049,2011,95,2011,93,2011,99.75,--
703,Oman,512,OMN,2011,27,79.33777618408203,***,2011,***,2011,***,--,***,2011,-0.2231435477733612,2010,28.4,2010,453.5,2010,7.617287635803223,2011,76.32763414634148,2011,99,2011,99,2011,96.7,2011
704,Pakistan,586,PAK,2011,129,58.14970016479492,***,2011,***,2011,***,2011,***,2011,3.8309097290039062,--,4.7,2010,890.4434814453125,--,9.14977741241455,2011,65.447,2011,74,2011,63,2011,56.5,2011
705,Panama,591,PAN,2011,45,75.46472930908203,***,2011,***,2011,***,2011,***,2011,1.5475624799728394,2011,23.7,2010,468.6,2011,8.213212966918945,2011,77.05168292682927,2011,87,2011,97,2011,72.9,2011
706,Peru,604,PER,2011,83,70.48350524902344,***,2011,***,2011,***,2011,***,2011,1.8942843675613403,--,18.5,2010,544.3220825195312,--,6.422246932983398,2011,73.8449756097561,2011,91,2011,96,2011,72.9,2011
707,Philippines,608,PHL,2011,100,66.42479705810547,***,2011,***,2011,***,2011,***,2011,3.8220982551574707,2008,4.1,2010,954.2,2008,5.477134704589844,2011,67.89065853658538,2011,80,2011,79,2011,71.1,2011
708,Poland,616,POL,2011,56,74.29144287109375,***,2011,***,2011,***,2011,***,2011,0.18232156336307526,2011,23.1,2010,574.9,2011,8.848847389221191,2011,76.69512195121952,2011,99,2011,98,2011,95.0,2011
709,Portugal,620,PRT,2011,35,78.03812408447266,***,2011,***,2011,***,2011,***,2011,0.0,2011,18.4,2010,423.7,2011,8.718360900878906,2011,80.47073170731709,2011,97,2011,97,2011,99.2,2011
710,Paraguay,600,PRY,2011,53,74.59957122802734,***,2011,***,2011,***,2011,***,2011,1.435084581375122,2011,14.5,2010,541.1,2011,6.350505352020264,2011,72.48719512195122,2011,89,2011,93,2011,84.1,2011
711,Qatar,634,QAT,2011,20,80.1527099609375,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,38.1,2010,375.9,2011,12.065818786621094,2011,78.02780487804878,2011,93,2011,98,2011,98.1,2011
712,Romania,642,ROU,2011,97,67.53584289550781,***,2011,***,2011,***,2011,***,2011,1.5260562896728516,2011,20.2,2010,693.3,2011,7.822629928588867,2011,74.40975609756099,2011,89,2011,93,2011,77.9,2011
713,Russia,643,RUS,2011,104,65.70805358886719,***,2011,***,2011,***,2011,***,2011,2.468099594116211,2011,22.2,2010,900.7,2011,8.737540245056152,2011,69.65853658536587,2011,97,2011,98,2011,72.3,2011
714,Rwanda,646,RWA,2011,78,70.91770935058594,***,2011,***,2011,***,2011,***,2011,3.051372528076172,--,3.1,2010,653.1983032226562,--,2.5705742835998535,2011,62.15536585365854,2011,97,2011,95,2011,58.2,2011
715,Saudi Arabia,682,SAU,2011,47,75.08839416503906,***,2011,***,2011,***,2011,***,2011,1.3611987829208374,--,32.0,2010,608.8474731445312,--,12.63050651550293,2011,73.85485365853658,2011,98,2011,98,2011,100.0,2011
716,Serbia,688,SCG,2011,84,70.35221099853516,***,2011,***,2011,***,2011,***,2011,0.0,2011,17.9,2010,725.0,2011,8.196310043334961,2011,74.53658536585367,2011,94,2011,93,2011,96.5,2011
717,Sudan,729,SDN,2011,125,58.753013610839844,***,2011,***,2011,***,2011,***,2011,3.6338658332824707,--,6.3,2010,939.72509765625,--,6.24321174621582,2011,62.45553658536586,2011,93,2011,87,2011,23.5,2011
718,Senegal,686,SEN,2011,112,62.933170318603516,***,2011,***,2011,***,2011,***,2011,3.2736589908599854,--,8.5,2010,904.3760986328125,--,4.844311714172363,2011,64.69536585365853,2011,92,2011,84,2011,45.6,2011
719,Singapore,702,SGP,2011,10,81.86437225341797,***,2011,***,2011,***,2011,***,2011,0.3364722430706024,2011,5.0,2010,361.3,2011,8.941624641418457,2011,81.7439024390244,2011,96,2011,95,2011,100.0,2011
720,Sierra Leone,694,SLE,2011,142,53.56193923950195,***,2011,***,2011,***,2011,***,2011,3.0220229625701904,--,6.2,2010,865.103271484375,--,4.3761701583862305,2011,49.03473170731708,2011,89,2011,83,2011,12.7,2011
721,El Salvador,222,SLV,2011,67,72.69684600830078,***,2011,***,2011,***,2011,***,2011,-0.10536051541566849,2011,20.0,2010,595.7,2011,8.354216575622559,2011,71.95617073170733,2011,89,2011,89,2011,71.8,2011
722,Suriname,740,SUR,2011,58,74.13135528564453,***,2012,***,2012,***,2012,***,2012,0.27148810029029846,--,23.4,2010,391.2315673828125,--,10.937923431396484,2011,70.59939024390243,2011,86,2011,85,2011,79.4,2011
723,Slovakia,703,SVK,2011,46,75.19559478759766,***,2011,***,2011,***,2011,***,2011,-0.6931471824645996,2010,23.4,2010,650.8,2010,7.99412727355957,2011,75.95853658536586,2011,99,2011,98,2011,98.8,2011
724,Slovenia,705,SVN,2011,33,78.24878692626953,***,2011,***,2011,***,2011,***,2011,-0.6931471824645996,2010,23.2,2010,456.1,2010,8.878231048583984,2011,79.97073170731709,2011,96,2011,96,2011,99.1,2011
725,Sweden,752,SWE,2011,7,82.35124206542969,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,18.8,2010,379.0,2011,6.820168972015381,2011,81.80243902439025,2011,98,2011,97,2011,99.3,2011
726,Swaziland,748,SWZ,2011,109,63.57073211669922,***,2011,***,2011,***,2011,***,2011,0.9949878454208374,--,15.9,2010,700.3761596679688,--,6.17099666595459,2011,48.661390243902446,2011,91,2011,87,2011,57.0,2011
727,Chad,148,TCD,2011,149,45.44097900390625,***,2011,***,2011,***,2011,***,2011,3.309664249420166,--,7.1,2010,1005.7600708007812,--,4.278134822845459,2011,50.3319512195122,2011,33,2011,54,2011,11.8,2011
728,Togo,768,TGO,2011,144,52.31428146362305,***,2011,***,2011,***,2011,***,2011,3.0893828868865967,--,6.5,2010,786.2381591796875,--,4.536149978637695,2011,57.93078048780488,2011,85,2011,72,2011,11.5,2011
729,Thailand,764,THA,2011,21,79.95735931396484,***,2011,***,2011,***,2011,***,2011,2.1580827236175537,--,6.7,2010,601.3,2006,8.816274642944336,2011,73.89239024390244,2011,99,2011,98,2011,93.3,2011
730,Tajikistan,762,TJK,2011,73,71.54218292236328,***,2011,***,2011,***,2011,***,2011,2.8675270080566406,--,12.1,2010,1062.7039794921875,--,6.5402116775512695,2011,68.89178048780488,2011,96,2011,98,2011,94.0,2011
731,Trinidad and Tobago,780,TTO,2011,62,73.37246704101562,***,2011,***,2011,***,2011,***,2011,0.40546509623527527,2009,27.0,2010,721.5,2009,10.810592651367188,2011,69.98031707317074,2011,90,2011,92,2011,91.5,2011
732,Tunisia,788,TUN,2011,68,72.68489837646484,***,2011,***,2011,***,2011,***,2011,1.4811031818389893,--,24.6,2010,564.8627319335938,--,10.92959976196289,2011,74.3439024390244,2011,98,2011,96,2011,89.6,2011
733,Turkey,792,TUR,2011,52,74.60250091552734,***,2011,***,2011,***,2011,***,2011,0.0,2011,27.0,2010,463.5,2011,11.926647186279297,2011,74.36734146341465,2011,97,2011,98,2011,93.3,2011
734,Tanzania,834,TZA,2011,123,58.78723907470703,***,2011,***,2011,***,2011,***,2011,4.126928806304932,--,5.6,2010,1201.012939453125,--,4.026867866516113,2011,62.632097560975616,2011,90,2011,93,2011,13.6,2011
735,Uganda,800,UGA,2011,136,55.37171936035156,***,2011,***,2011,***,2011,***,2011,3.835239887237549,--,3.7,2010,1061.591064453125,--,2.5560688972473145,2011,56.463756097560974,2011,82,2011,75,2011,18.3,2011
736,Ukraine,804,UKR,2011,121,59.34492492675781,***,2011,***,2011,***,2011,***,2011,2.549445152282715,2011,18.7,2010,864.6,2011,8.628046035766602,2011,70.80926829268293,2011,50,2011,67,2011,95.7,2011
737,Uruguay,858,URY,2011,38,76.68074035644531,***,2011,***,2011,***,2011,***,2011,0.09531018137931824,2010,23.8,2010,586.4,2010,10.515907287597656,2011,76.54119512195122,2011,95,2011,95,2011,95.7,2011
738,United States,840,USA,2011,34,78.1943359375,***,2011,***,2011,***,2011,***,2011,-2.3025851249694824,2011,31.2,2010,476.0,2011,8.703597068786621,2011,78.64146341463415,2011,95,2011,92,2011,100.0,2011
739,Venezuela,862,VEN,2011,64,73.13274383544922,***,2011,***,2011,***,2011,***,2011,0.9162907600402832,2011,23.3,2010,605.5,2011,8.36197280883789,2011,73.79165853658537,2011,78,2011,86,2011,93.5,2011
740,Vietnam,704,VNM,2011,75,71.50275421142578,***,2011,***,2011,***,2011,***,2011,3.211698532104492,--,2.6,2010,835.511474609375,--,4.546827793121338,2011,75.15680487804879,2011,95,2011,96,2011,71.4,2011
741,Yemen,887,YEM,2011,131,57.54082107543945,***,2011,***,2011,***,2011,***,2011,3.5672593116760254,--,15.7,2010,921.8889770507812,--,6.971673965454102,2011,63.053536585365855,2011,81,2011,71,2011,53.0,2011
742,South Africa,710,ZAF,2011,133,56.708641052246094,***,2011,***,2011,***,2011,***,2011,4.815431118011475,2011,24.1,2010,1267.1,2011,9.117055892944336,2011,55.29565853658537,2011,72,2011,78,2011,64.1,2011
743,Zambia,894,ZMB,2011,116,61.169029235839844,***,2011,***,2011,***,2011,***,2011,3.341301918029785,--,7.1,2010,1109.586181640625,--,3.95700740814209,2011,57.422195121951226,2011,81,2011,83,2011,43.0,2011
744,Zimbabwe,716,ZWE,2011,108,63.8181266784668,***,2011,***,2011,***,2011,***,2011,2.2861087322235107,--,9.7,2010,804.9846801757812,--,4.515081882476807,2011,51.60036585365854,2011,93,2011,92,2011,37.5,2011
745,Afghanistan,4,AFG,2012,136,55.40243911743164,***,2012,***,2012,***,2012,***,2012,3.4859085083007812,--,2.4,2010,848.8392944335938,--,7.999979019165039,2012,59.67960975609756,2012,67,2012,59,2012,30.5,2012
746,Angola,24,AGO,2012,118,61.297576904296875,***,2012,***,2012,***,2012,***,2012,2.9558451175689697,--,8.3,2010,885.0047607421875,--,5.302355766296387,2012,51.46400000000001,2012,91,2012,97,2012,49.1,2012
747,Albania,8,ALB,2012,41,76.10848236083984,***,2012,***,2012,***,2012,***,2012,-2.3025851249694824,2009,16.1,2010,466.4,2009,7.998440265655518,2012,77.44397560975611,2012,99,2012,98,2012,92.1,2012
748,United Arab Emirates,784,ARE,2012,31,78.36778259277344,***,2012,***,2012,***,2012,***,2012,0.2158738374710083,--,34.5,2010,486.3,2010,7.063048362731934,2012,77.02414634146342,2012,94,2012,94,2012,97.5,2012
749,Argentina,32,ARG,2012,48,75.36817932128906,***,2012,***,2012,***,2012,***,2012,0.18232156336307526,2012,23.7,2010,579.1,2012,9.8919038772583,2012,75.81624390243904,2012,91,2012,94,2012,95.5,2012
750,Armenia,51,ARM,2012,100,67.35034942626953,***,2012,***,2012,***,2012,***,2012,1.2809338569641113,2012,17.8,2010,698.7,2012,11.588784217834473,2012,74.45209756097562,2012,95,2012,97,2012,89.5,2012
751,Australia,36,AUS,2012,11,81.23087310791016,***,2012,***,2012,***,2012,***,2012,-2.3025851249694824,2011,26.0,2010,353.6,2011,7.196222305297852,2012,82.04634146341463,2012,92,2012,94,2012,100.0,2012
752,Austria,40,AUT,2012,20,80.08509063720703,***,2012,***,2012,***,2012,***,2012,-1.2039728164672852,2012,16.7,2010,406.9,2012,5.944508075714111,2012,80.93658536585367,2012,83,2012,76,2012,100.0,2012
753,Azerbaijan,31,AZE,2012,96,68.51050567626953,***,2012,***,2012,***,2012,***,2012,1.2527629137039185,2007,19.4,2010,730.1,2007,10.60218334197998,2012,70.62395121951221,2012,89,2012,94,2012,84.7,2012
754,Burundi,108,BDI,2012,111,63.482295989990234,***,2011,***,2011,***,2011,***,2011,3.787709951400757,--,2.0,2010,837.2401123046875,--,2.439466953277588,2012,55.78929268292684,2012,96,2012,93,2012,47.5,2012
755,Belgium,56,BEL,2012,17,80.75639343261719,***,2012,***,2012,***,2012,***,2012,-1.6094379425048828,2012,18.7,2010,431.0,2012,6.385650634765625,2012,80.38536585365854,2012,99,2012,96,2012,99.5,2012
756,Benin,204,BEN,2012,140,54.81439208984375,***,2012,***,2012,***,2012,***,2012,3.3524653911590576,--,8.0,2010,930.47705078125,--,4.8860273361206055,2012,59.121975609756106,2012,76,2012,70,2012,18.4,2012
757,Burkina Faso,854,BFA,2012,122,59.99360656738281,***,2012,***,2012,***,2012,***,2012,3.2314321994781494,--,5.3,2010,634.3546142578125,--,3.980325222015381,2012,57.87931707317074,2012,90,2012,87,2012,18.6,2012
758,Bangladesh,50,BGD,2012,98,67.97366333007812,***,2012,***,2012,***,2012,***,2012,4.169143199920654,--,2.9,2010,848.553466796875,--,7.530526161193848,2012,70.86026829268293,2012,95,2012,89,2012,57.7,2012
759,Bulgaria,100,BGR,2012,84,69.78648376464844,***,2012,***,2012,***,2012,***,2012,0.40546509623527527,2012,21.2,2010,713.8,2012,9.938697814941406,2012,74.31463414634149,2012,95,2012,94,2012,86.0,2012
760,Bahrain,48,BHR,2012,42,76.08553314208984,***,2012,***,2012,***,2012,***,2011,-0.10536051541566849,2012,32.5,2010,518.2,2012,8.065628051757812,2012,76.40763414634146,2012,99,2012,99,2012,99.2,2012
761,Belarus,112,BLR,2012,93,68.78284454345703,***,2012,***,2012,***,2012,***,2012,1.808288812637329,2011,21.0,2010,889.1,2011,9.121847152709961,2012,71.96585365853657,2012,98,2012,98,2012,94.4,2012
762,Belize,84,BLZ,2012,63,73.23925018310547,***,2007,***,2007,***,2007,***,2007,0.18934877216815948,--,20.8,2010,673.0816040039062,--,9.286043167114258,2012,69.90514634146341,2012,98,2012,96,2012,90.2,2012
763,Bolivia,68,BOL,2012,105,65.47110748291016,***,2012,***,2012,***,2012,***,2012,2.313178777694702,--,15.3,2010,704.580810546875,--,6.288415908813477,2012,67.44546341463415,2012,93,2012,96,2012,48.4,2012
764,Brazil,76,BRA,2012,76,71.01354217529297,***,2012,***,2012,***,2012,***,2012,0.8754687309265137,2012,17.8,2010,634.0,2012,7.6606974601745605,2012,73.83958536585367,2012,95,2012,97,2012,81.6,2012
765,Botswana,72,BWA,2012,79,70.59407043457031,***,2012,***,2012,***,2012,***,2012,0.18994678556919098,--,19.4,2010,543.6211547851562,--,5.710686683654785,2012,64.22273170731708,2012,95,2012,97,2012,62.4,2012
766,Central African Republic,140,CAF,2012,149,47.31034469604492,***,2011,***,2011,***,2011,***,2011,3.444537401199341,--,4.4,2010,867.2015380859375,--,5.3971967697143555,2012,49.10529268292684,2012,47,2012,49,2012,21.5,2012
767,Canada,124,CAN,2012,9,81.59241485595703,***,2012,***,2012,***,2012,***,2012,-1.6094379425048828,2011,25.9,2010,370.5,2011,7.030837059020996,2012,81.56243902439027,2012,95,2012,98,2012,99.8,2012
768,Switzerland,756,CHE,2012,2,84.31471252441406,***,2012,***,2012,***,2012,***,2012,-2.3025851249694824,2012,17.8,2010,344.0,2012,5.5077128410339355,2012,82.69756097560976,2012,96,2012,93,2012,99.9,2012
769,Chile,152,CHL,2012,58,74.04238891601562,***,2012,***,2012,***,2012,***,2012,0.7884573340415955,2012,25.3,2010,440.7,2012,10.756235122680664,2012,80.89485365853659,2012,90,2012,90,2012,98.8,2012
770,China,156,CHN,2012,45,75.88109588623047,***,2012,***,2012,***,2012,***,2012,3.534611940383911,--,5.3,2010,662.8924560546875,--,8.738920211791992,2012,75.39292682926829,2012,99,2012,99,2012,73.1,2012
771,Ivory Coast,384,CIV,2012,141,54.68616485595703,***,2009,***,2009,***,2009,***,2009,3.3572936058044434,--,7.9,2010,779.7310180664062,--,4.8212175369262695,2012,50.863341463414635,2012,82,2012,74,2012,21.6,2012
772,Cameroon,120,CMR,2012,123,59.68147659301758,***,2012,***,2012,***,2012,***,2012,3.2606611251831055,--,9.8,2010,861.0916748046875,--,4.483503341674805,2012,54.58751219512196,2012,85,2012,82,2012,45.2,2012
773,Democratic Republic of Congo,180,COD,2012,138,55.058143615722656,***,2012,***,2012,***,2012,***,2012,5.4063873291015625,--,3.7,2010,1083.7415771484375,--,4.023633003234863,2012,57.854073170731716,2012,75,2012,72,2012,27.6,2012
774,Congo,178,COG,2012,137,55.16425323486328,***,2012,***,2012,***,2012,***,2012,2.68802809715271,--,9.5,2010,911.5003051757812,--,5.368067741394043,2012,60.923902439024396,2012,79,2012,75,2012,14.6,2012
775,Colombia,170,COL,2012,62,73.42475891113281,***,2012,***,2012,***,2012,***,2012,0.832909107208252,2012,19.0,2010,496.4,2012,7.626407623291016,2012,73.6307804878049,2012,91,2012,94,2012,80.2,2012
776,Comoros,174,COM,2012,124,59.26018524169922,***,2012,***,2012,***,2012,***,2012,2.441258668899536,--,5.6,2010,921.6510009765625,--,5.472894668579102,2012,62.5829756097561,2012,86,2012,85,2012,34.2,2012
777,Costa Rica,188,CRI,2012,37,77.59525299072266,***,2012,***,2012,***,2012,***,2012,0.0,2012,21.9,2010,396.5,2012,8.069143295288086,2012,79.05353658536586,2012,91,2012,90,2012,94.3,2012
778,Cyprus,196,CYP,2012,35,77.78244018554688,***,2012,***,2012,***,2012,***,2012,-0.9162907600402832,2012,22.0,2010,386.4,2012,7.585561752319336,2012,79.76226829268293,2012,99,2012,86,2012,100.0,2012
779,Czech Republic,203,CZE,2012,33,77.99983978271484,***,2012,***,2012,***,2012,***,2012,-1.6094379425048828,2012,25.3,2010,531.2,2012,9.37021255493164,2012,78.07560975609758,2012,99,2012,98,2012,99.1,2012
780,Germany,276,DEU,2012,7,81.7856674194336,***,2012,***,2012,***,2012,***,2012,-1.6094379425048828,2012,18.5,2010,412.9,2012,7.233375549316406,2012,80.89268292682927,2012,96,2012,97,2012,99.2,2012
781,Djibouti,262,DJI,2012,114,62.71121597290039,***,2011,***,2011,***,2011,***,2011,1.6067994832992554,--,8.3,2010,927.3478393554688,--,6.025557518005371,2012,61.29597560975611,2012,81,2012,83,2012,47.3,2012
