,country,isonum,isocode,year,rank_soci,soci,strange,strange_year,polic,polic_year,respect,respect_year,friends,friends_year,voice,voice_year,vtf,vtf_year,finhelp,finhelp_year,volunt,volunt_year,help,help_year,donate,donate_year
767,Canada,124,CAN,2012,3,66.41409301757812,***,2012,***,2012,***,2012,***,2012,***,2012,61.11000061035156,2012,***,2012,***,2012,***,2012,***,2012
768,Switzerland,756,CHE,2012,9,63.231815338134766,***,2012,***,2012,***,2012,***,2012,***,2012,49.099998474121094,2012,***,2012,***,2012,***,2012,***,2012
769,Chile,152,CHL,2012,30,56.121368408203125,***,2012,***,2012,***,2012,***,2012,***,2012,87.66999816894531,2012,***,2012,***,2012,***,2012,***,2012
770,China,156,CHN,2012,132,41.45454406738281,***,2012,***,--,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
771,Ivory Coast,384,CIV,2012,137,40.663272857666016,***,2009,***,2009,***,2009,***,2013,***,2013,25.59200096130371,2012,***,2013,***,2009,***,2009,***,2009
772,Cameroon,120,CMR,2012,92,46.527408599853516,***,2012,***,2012,***,2012,***,2012,***,2012,18.60300064086914,2012,***,2012,***,2012,***,2012,***,2012
773,Democratic Republic of Congo,180,COD,2012,127,41.694889068603516,***,2012,***,2012,***,2012,***,2012,***,2012,44.287498474121094,2012,***,2012,***,2012,***,2012,***,2012
774,Congo,178,COG,2012,141,40.36363983154297,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
775,Colombia,170,COL,2012,28,56.69034194946289,***,2012,***,2012,***,2012,***,2012,***,2012,37.1875,2012,***,2012,***,2012,***,2012,***,2012
776,Comoros,174,COM,2012,101,44.81818771362305,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
777,Costa Rica,188,CRI,2012,22,57.45954513549805,***,2012,***,2012,***,2012,***,2012,***,2012,69.11000061035156,2012,***,2012,***,2012,***,2012,***,2012
778,Cyprus,196,CYP,2012,40,54.62273406982422,***,2012,***,2012,***,2012,***,2012,***,2012,78.69999694824219,2012,***,2012,***,2012,***,2012,***,2012
779,Czech Republic,203,CZE,2012,82,48.24863815307617,***,2012,***,2012,***,2012,***,2012,***,2012,59.46999740600586,2012,***,2012,***,2012,***,2012,***,2012
780,Germany,276,DEU,2012,16,61.262733459472656,***,2012,***,2012,***,2012,***,2012,***,2012,70.77999877929688,2012,***,2012,***,2012,***,2012,***,2012
781,Djibouti,262,DJI,2012,111,43.889366149902344,***,2011,***,2011,***,2011,***,2011,***,2008,43.566001892089844,2012,***,--,***,2011,***,2011,***,2011
782,Denmark,208,DNK,2012,11,63.0790901184082,***,2012,***,2012,***,2012,***,2012,***,2012,87.73999786376953,2012,***,2012,***,2012,***,2012,***,2012
783,Dominican Republic,214,DOM,2012,48,52.80849838256836,***,2012,***,2012,***,2012,***,2012,***,2012,50.7869987487793,2012,***,2012,***,2012,***,2012,***,2012
784,Algeria,12,DZA,2012,104,44.44927215576172,***,2012,***,2012,***,2012,***,2012,***,2012,25.884000778198242,2012,***,2012,***,2012,***,2012,***,2012
785,Ecuador,218,ECU,2012,87,47.89954376220703,***,2012,***,2012,***,2012,***,2012,***,2012,56.790000915527344,2012,***,2013,***,2012,***,2012,***,2012
786,Egypt,818,EGY,2012,131,41.48699951171875,***,2012,***,2012,***,2012,***,2011,***,2012,21.714000701904297,2012,***,2013,***,2012,***,2012,***,2012
787,Spain,724,ESP,2012,23,57.45182800292969,***,2012,***,2012,***,2012,***,2012,***,2012,68.94000244140625,2012,***,2012,***,2012,***,2012,***,2012
788,Estonia,233,EST,2012,70,49.83424758911133,***,2012,***,2012,***,2012,***,2012,***,2012,60.35349655151367,2012,***,2012,***,2012,***,2012,***,2012
789,Ethiopia,231,ETH,2012,124,42.350181579589844,***,2012,***,2013,***,2012,***,2013,***,2013,32.70399856567383,2012,***,2012,***,2012,***,2012,***,2012
790,Finland,246,FIN,2012,13,62.380455017089844,***,2012,***,2012,***,2012,***,2012,***,2012,67.37000274658203,2012,***,2012,***,2012,***,2012,***,2012
791,France,250,FRA,2012,41,54.52864074707031,***,2012,***,2012,***,2012,***,2012,***,2012,52.630001068115234,2012,***,2012,***,2012,***,2012,***,2012
792,Gabon,266,GAB,2012,109,44.0128173828125,***,2012,***,2012,***,2012,***,2012,***,2012,22.281997680664062,2012,***,2012,***,2012,***,2012,***,2012
793,United Kingdom,826,GBR,2012,10,63.21681594848633,***,2012,***,2012,***,2012,***,2012,***,2012,65.7699966430664,2012,***,2012,***,2012,***,2012,***,2012
794,Georgia,268,GEO,2012,118,43.17308807373047,***,2012,***,2012,***,2012,***,2012,***,2012,47.80799865722656,2012,***,2012,***,2012,***,2012,***,2012
795,Ghana,288,GHA,2012,76,49.50041198730469,***,2012,***,2012,***,2012,***,2012,***,2012,72.00900268554688,2012,***,2012,***,2012,***,2012,***,2012
796,Guinea,324,GIN,2012,133,41.36363983154297,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
797,Greece,300,GRC,2012,114,43.65773010253906,***,2012,***,2012,***,2012,***,2012,***,2012,62.470001220703125,2012,***,2012,***,2012,***,2012,***,2012
798,Guatemala,320,GTM,2012,42,54.292823791503906,***,2012,***,2012,***,2012,***,2012,***,2012,62.44199752807617,2012,***,2012,***,2012,***,2012,***,2012
799,Guyana,328,GUY,2012,39,54.696006774902344,***,2007,***,2007,***,2007,***,--,***,2007,58.3120002746582,2012,***,--,***,2007,***,2007,***,2007
800,Hong Kong,344,HKG,2012,46,52.95454406738281,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
801,Honduras,340,HND,2012,88,47.75193405151367,***,2012,***,2012,***,2012,***,2012,***,2012,42.54249954223633,2012,***,2012,***,2012,***,2012,***,2012
802,Croatia,191,HRV,2012,135,41.157344818115234,***,2012,***,2012,***,2012,***,2012,***,2012,51.46149826049805,2012,***,2012,***,2012,***,2012,***,2012
803,Hungary,348,HUN,2012,62,50.835453033447266,***,2012,***,2012,***,2012,***,2012,***,2012,64.37999725341797,2012,***,2012,***,2012,***,2012,***,2012
804,Indonesia,360,IDN,2012,21,57.813232421875,***,2012,***,2012,***,2012,***,2012,***,2012,63.890995025634766,2012,***,2012,***,2012,***,2012,***,2012
805,India,356,IND,2012,129,41.51188659667969,***,2012,***,2012,***,2012,***,2012,***,2012,55.261497497558594,2012,***,2012,***,2012,***,2012,***,2012
806,Ireland,372,IRL,2012,7,64.59318542480469,***,2012,***,2012,***,2012,***,2012,***,2012,70.05000305175781,2012,***,2012,***,2012,***,2012,***,2012
807,Iran,364,IRN,2012,60,51.074092864990234,***,2011,***,2008,***,2012,***,2012,***,2008,9.630000114440918,2012,***,2014,***,2011,***,2012,***,2011
808,Iraq,368,IRQ,2012,138,40.61636734008789,***,2012,***,2012,***,2012,***,2012,***,2012,40.560001373291016,2012,***,2012,***,2012,***,2012,***,2012
809,Iceland,352,ISL,2012,12,62.91455078125,***,2012,***,2012,***,2012,***,2012,***,2012,85.12000274658203,2012,***,2012,***,2012,***,2012,***,2012
810,Israel,376,ISR,2012,52,52.23709487915039,***,2012,***,2012,***,2012,***,2012,***,2012,54.215999603271484,2012,***,2012,***,2012,***,2012,***,2012
811,Italy,380,ITA,2012,20,57.888187408447266,***,2012,***,2012,***,2012,***,2012,***,2012,80.54000091552734,2012,***,2012,***,2012,***,2012,***,2012
812,Jamaica,388,JAM,2012,50,52.38689041137695,***,2011,***,2011,***,2011,***,2011,***,2013,50.511497497558594,2012,***,2011,***,2011,***,2011,***,2011
813,Jordan,400,JOR,2012,106,44.2977294921875,***,2012,***,2007,***,2012,***,2012,***,2012,18.549999237060547,2012,***,2012,***,2012,***,2012,***,2012
814,Japan,392,JPN,2012,64,50.469093322753906,***,2011,***,2011,***,2012,***,2011,***,2010,59.31999969482422,2012,***,2012,***,2011,***,2012,***,2011
815,Kazakhstan,398,KAZ,2012,85,48.094905853271484,***,2012,***,2012,***,2012,***,2012,***,2012,15.088000297546387,2012,***,2012,***,2012,***,2012,***,2012
816,Kenya,404,KEN,2012,36,55.00823211669922,***,2012,***,2012,***,2012,***,2012,***,2012,62.18099594116211,2012,***,2012,***,2012,***,2012,***,2012
817,Kyrgyzstan,417,KGZ,2012,96,45.95915985107422,***,2012,***,2012,***,2012,***,2012,***,2012,48.10150146484375,2012,***,2012,***,2012,***,2012,***,2012
818,Cambodia,116,KHM,2012,105,44.36936569213867,***,2012,***,2012,***,2012,***,2012,***,2012,45.125999450683594,2012,***,2012,***,2012,***,2012,***,2012
819,South Korea,410,KOR,2012,79,48.719730377197266,***,2011,***,2011,***,2012,***,2011,***,2010,48.8339958190918,2012,***,2012,***,2011,***,2012,***,2011
820,Kuwait,414,KWT,2012,29,56.22407150268555,***,2010,***,--,***,2012,***,2011,***,2010,8.929500579833984,2012,***,2014,***,2010,***,2012,***,2010
821,Laos,418,LAO,2012,55,51.497886657714844,***,2012,***,2011,***,2012,***,2012,***,2012,14.953500747680664,2012,***,2012,***,2012,***,2012,***,2012
822,Lebanon,422,LBN,2012,107,44.14473342895508,***,2012,***,2012,***,2012,***,2012,***,2012,43.18400192260742,2012,***,2012,***,2012,***,2012,***,2012
823,Liberia,430,LBR,2012,34,55.19599914550781,***,2011,***,2011,***,2011,***,2011,***,2010,57.3120002746582,2012,***,2013,***,2011,***,2011,***,2011
824,Libya,434,LBY,2012,37,54.99045944213867,***,2012,***,--,***,2012,***,2015,***,2012,30.790000915527344,2012,***,2012,***,2012,***,2012,***,2012
825,Sri Lanka,144,LKA,2012,25,57.355411529541016,***,2012,***,2012,***,2012,***,2012,***,2012,39.81899642944336,2012,***,2012,***,2012,***,2012,***,2012
826,Lesotho,426,LSO,2012,83,48.228912353515625,***,2011,***,2011,***,2011,***,2011,***,--,45.0359992980957,2012,***,--,***,2011,***,2011,***,2011
827,Lithuania,440,LTU,2012,139,40.587730407714844,***,2012,***,2012,***,2012,***,2012,***,2012,52.93000030517578,2012,***,2012,***,2012,***,2012,***,2012
828,Luxembourg,442,LUX,2012,18,60.496826171875,***,2012,***,2012,***,2012,***,2012,***,2012,90.93000030517578,2012,***,2012,***,2012,***,2012,***,2012
829,Latvia,428,LVA,2012,89,47.38822937011719,***,2012,***,2012,***,2012,***,2012,***,2012,53.54100036621094,2012,***,2012,***,2012,***,2012,***,2012
830,Morocco,504,MAR,2012,147,38.11909103393555,***,2012,***,2012,***,2012,***,2012,***,2012,13.620000839233398,2012,***,2012,***,2012,***,2012,***,2012
831,Moldova,498,MDA,2012,108,44.05461502075195,***,2012,***,2012,***,2012,***,2012,***,2012,60.201499938964844,2012,***,2012,***,2012,***,2012,***,2012
832,Madagascar,450,MDG,2012,112,43.77273178100586,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
833,Mexico,484,MEX,2012,80,48.691139221191406,***,2012,***,2012,***,2012,***,2012,***,2012,56.20499801635742,2012,***,2012,***,2012,***,2012,***,2012
834,Macedonia,807,MKD,2012,128,41.604820251464844,***,2012,***,2012,***,2012,***,2012,***,2012,60.305999755859375,2012,***,2012,***,2012,***,2012,***,2012
835,Mali,466,MLI,2012,116,43.4588623046875,***,2012,***,2012,***,2012,***,2012,***,2012,16.094999313354492,2012,***,2012,***,2012,***,2012,***,2012
836,Malta,470,MLT,2012,15,61.33182144165039,***,2012,***,2012,***,2012,***,2012,***,2012,93.30000305175781,2012,***,2012,***,2012,***,2012,***,2012
837,Montenegro,499,MNE,2012,130,41.5014533996582,***,2012,***,2012,***,2012,***,2012,***,2012,67.03199768066406,2012,***,2012,***,2012,***,2012,***,2012
838,Mongolia,496,MNG,2012,49,52.647274017333984,***,2012,***,2012,***,2012,***,2012,***,2012,65.23999786376953,2012,***,2012,***,2012,***,2012,***,2012
839,Mozambique,508,MOZ,2012,98,45.56045913696289,***,2011,***,2011,***,2011,***,2011,***,2008,33.32999801635742,2012,***,2015,***,2011,***,2011,***,2011
840,Mauritania,478,MRT,2012,90,47.08163833618164,***,2012,***,2012,***,2012,***,2012,***,2012,27.79599952697754,2012,***,2012,***,2012,***,2012,***,2012
841,Mauritius,480,MUS,2012,27,56.764556884765625,***,2011,***,2011,***,2011,***,2011,***,--,77.81999969482422,2012,***,2014,***,2011,***,2011,***,2011
842,Malawi,454,MWI,2012,73,49.687278747558594,***,2012,***,2012,***,2012,***,2012,***,2012,43.12000274658203,2012,***,2012,***,2012,***,2012,***,2012
843,Malaysia,458,MYS,2012,53,51.899635314941406,***,2012,***,2012,***,2012,***,2012,***,2012,60.79199981689453,2012,***,2012,***,2012,***,2012,***,2012
844,Namibia,516,NAM,2012,78,49.31818389892578,***,2007,***,2007,***,2007,***,2014,***,2007,0.0,2012,***,2014,***,2007,***,2007,***,2007
845,Niger,562,NER,2012,93,46.47163772583008,***,2012,***,2012,***,2012,***,2012,***,2012,39.37600326538086,2012,***,2012,***,2012,***,2012,***,2012
846,Nigeria,566,NGA,2012,43,53.91191101074219,***,2012,***,2012,***,2012,***,2012,***,2012,20.062000274658203,2012,***,2012,***,2012,***,2012,***,2012
847,Nicaragua,558,NIC,2012,63,50.824344635009766,***,2012,***,2012,***,2012,***,2012,***,2012,75.135498046875,2012,***,2012,***,2012,***,2012,***,2012
848,Netherlands,528,NLD,2012,6,64.88909149169922,***,2012,***,2012,***,2012,***,2012,***,2012,74.55999755859375,2012,***,2012,***,2012,***,2012,***,2012
849,Norway,578,NOR,2012,8,64.06227111816406,***,2012,***,2012,***,2012,***,2012,***,2012,76.37000274658203,2012,***,2012,***,2012,***,2012,***,2012
850,Nepal,524,NPL,2012,97,45.574180603027344,***,2012,***,2012,***,2012,***,2012,***,2012,50.63199996948242,2012,***,2012,***,2012,***,2012,***,2012
851,New Zealand,554,NZL,2012,2,66.64590454101562,***,2012,***,2012,***,2012,***,2012,***,2012,74.20999908447266,2012,***,2012,***,2012,***,2012,***,2012
852,Oman,512,OMN,2012,59,51.194095611572266,***,2011,***,--,***,2011,***,2011,***,--,6.269999980926514,2012,***,--,***,2011,***,--,***,2011
853,Pakistan,586,PAK,2012,121,42.66545867919922,***,2012,***,2012,***,2012,***,2012,***,2012,35.63999938964844,2012,***,2012,***,2012,***,2012,***,2012
854,Panama,591,PAN,2012,31,55.979434967041016,***,2012,***,2012,***,2012,***,2012,***,2012,66.54750061035156,2012,***,2012,***,2012,***,2012,***,2012
855,Peru,604,PER,2012,94,46.25154495239258,***,2012,***,2012,***,2012,***,2012,***,2012,79.53399658203125,2012,***,2012,***,2012,***,2012,***,2012
856,Philippines,608,PHL,2012,14,62.021915435791016,***,2012,***,2012,***,2012,***,2012,***,2012,67.48200225830078,2012,***,2012,***,2012,***,2012,***,2012
857,Poland,616,POL,2012,68,49.86000061035156,***,2012,***,2012,***,2012,***,2012,***,2012,48.91999816894531,2012,***,2012,***,2012,***,2012,***,2012
858,Portugal,620,PRT,2012,44,53.910457611083984,***,2012,***,2012,***,2012,***,2012,***,2012,58.029998779296875,2012,***,2012,***,2012,***,2012,***,2012
859,Paraguay,600,PRY,2012,33,55.315093994140625,***,2012,***,2012,***,2012,***,2012,***,2012,58.932003021240234,2012,***,2012,***,2012,***,2012,***,2012
860,Qatar,634,QAT,2012,26,57.227272033691406,***,2012,***,2009,***,2012,***,2011,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
861,Romania,642,ROU,2012,115,43.62145233154297,***,2012,***,2012,***,2012,***,2012,***,2012,39.6719970703125,2012,***,2012,***,2012,***,2012,***,2012
862,Russia,643,RUS,2012,134,41.32136535644531,***,2012,***,2012,***,2012,***,2012,***,2012,42.06999969482422,2012,***,2012,***,2012,***,2012,***,2012
863,Rwanda,646,RWA,2012,100,44.888641357421875,***,2012,***,2011,***,2012,***,2012,***,2012,29.55000114440918,2012,***,2012,***,2012,***,2012,***,2012
864,Saudi Arabia,682,SAU,2012,86,48.000003814697266,***,2012,***,2009,***,2012,***,2012,***,2008,0.0,2012,***,2012,***,2012,***,2012,***,2012
865,Serbia,688,SCG,2012,110,43.95423126220703,***,2012,***,2012,***,2012,***,2012,***,2012,51.99300003051758,2012,***,2012,***,2012,***,2012,***,2012
866,Sudan,729,SDN,2012,69,49.845458984375,***,2012,***,2010,***,2012,***,2012,***,2012,21.600000381469727,2012,***,2012,***,2012,***,2012,***,2012
867,Senegal,686,SEN,2012,75,49.64406967163086,***,2012,***,2012,***,2012,***,2012,***,2012,31.169498443603516,2012,***,2012,***,2012,***,2012,***,2012
868,Singapore,702,SGP,2012,58,51.19417953491211,***,2011,***,2012,***,2012,***,2012,***,2012,37.27199935913086,2012,***,2012,***,2012,***,2012,***,2012
869,Sierra Leone,694,SLE,2012,47,52.88127136230469,***,2011,***,2011,***,2011,***,2011,***,2010,67.38800048828125,2012,***,2013,***,2011,***,2011,***,2011
870,El Salvador,222,SLV,2012,99,45.010093688964844,***,2012,***,2012,***,2012,***,2012,***,2012,48.22200012207031,2012,***,2012,***,2012,***,2012,***,2012
871,Suriname,740,SUR,2012,56,51.31398010253906,***,2012,***,2012,***,2012,***,2012,***,2012,54.907501220703125,2012,***,2012,***,2012,***,2012,***,2012
872,Slovakia,703,SVK,2012,81,48.27772521972656,***,2012,***,2012,***,2012,***,2012,***,2012,59.11000061035156,2012,***,2012,***,2012,***,2012,***,2012
873,Slovenia,705,SVN,2012,19,58.89091491699219,***,2012,***,2012,***,2012,***,2012,***,2012,65.5999984741211,2012,***,2012,***,2012,***,2012,***,2012
874,Sweden,752,SWE,2012,17,60.98318862915039,***,2012,***,2012,***,2012,***,2012,***,2012,84.62999725341797,2012,***,2012,***,2012,***,2012,***,2012
875,Swaziland,748,SWZ,2012,74,49.68182373046875,***,2011,***,2011,***,2011,***,2011,***,--,0.0,2012,***,--,***,2011,***,2011,***,2011
876,Chad,148,TCD,2012,142,40.029090881347656,***,2012,***,2012,***,2012,***,2012,***,2012,22.639999389648438,2012,***,2012,***,2012,***,2012,***,2012
877,Togo,768,TGO,2012,149,30.27127456665039,***,2011,***,2011,***,2011,***,2011,***,2008,33.96799850463867,2012,***,2014,***,2011,***,2011,***,2011
878,Thailand,764,THA,2012,24,57.4443473815918,***,2012,***,2012,***,2012,***,2012,***,2012,63.7755012512207,2012,***,2012,***,2012,***,2012,***,2012
879,Tajikistan,762,TJK,2012,95,46.21791076660156,***,2012,***,2012,***,2012,***,2012,***,2012,31.79399871826172,2012,***,2011,***,2012,***,2012,***,2012
880,Trinidad and Tobago,780,TTO,2012,38,54.702274322509766,***,2011,***,2011,***,2011,***,2011,***,2008,69.44999694824219,2012,***,2011,***,2011,***,2011,***,2011
881,Tunisia,788,TUN,2012,145,38.581817626953125,***,2012,***,2012,***,2012,***,2012,***,2012,64.80000305175781,2012,***,2012,***,2012,***,2012,***,2012
882,Turkey,792,TUR,2012,119,43.00956726074219,***,2012,***,2012,***,2012,***,2012,***,2012,83.21049499511719,2012,***,2012,***,2012,***,2012,***,2012
883,Tanzania,834,TZA,2012,66,50.398658752441406,***,2012,***,2012,***,2012,***,2012,***,2012,17.77050018310547,2012,***,2012,***,2012,***,2012,***,2012
884,Uganda,800,UGA,2012,45,53.44002151489258,***,2012,***,2012,***,2012,***,2012,***,2012,26.680500030517578,2012,***,2012,***,2012,***,2012,***,2012
885,Ukraine,804,UKR,2012,125,42.223636627197266,***,2012,***,2012,***,2012,***,2012,***,2012,45.92000198364258,2012,***,2012,***,2012,***,2012,***,2012
886,Uruguay,858,URY,2012,35,55.13227462768555,***,2012,***,2012,***,2012,***,2012,***,2012,89.91000366210938,2012,***,2012,***,2012,***,2012,***,2012
887,United States,840,USA,2012,1,67.04318237304688,***,2012,***,2012,***,2012,***,2012,***,2012,67.94999694824219,2012,***,2012,***,2012,***,2012,***,2012
888,Venezuela,862,VEN,2012,84,48.10213851928711,***,2012,***,2012,***,2012,***,2012,***,2012,23.246999740600586,2012,***,2012,***,2012,***,2012,***,2012
889,Vietnam,704,VNM,2012,120,42.769386291503906,***,2012,***,2012,***,2012,***,2012,***,2012,14.926501274108887,2012,***,2012,***,2012,***,2012,***,2012
890,Yemen,887,YEM,2012,148,35.6363639831543,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2012,***,2012,***,2012,***,2012,***,2012
891,South Africa,710,ZAF,2012,61,50.83795928955078,***,2012,***,2012,***,2012,***,2012,***,2012,73.43500518798828,2012,***,2012,***,2012,***,2012,***,2012
892,Zambia,894,ZMB,2012,54,51.75465774536133,***,2012,***,2012,***,2012,***,2012,***,2012,45.602500915527344,2012,***,2012,***,2012,***,2012,***,2012
893,Zimbabwe,716,ZWE,2012,91,46.70207595825195,***,2012,***,2012,***,2012,***,2012,***,2012,22.44550132751465,2012,***,2012,***,2012,***,2012,***,2012
894,Afghanistan,4,AFG,2013,146,37.8919792175293,***,2013,***,2013,***,2013,***,2013,***,2013,20.62350082397461,2013,***,2013,***,2013,***,2013,***,2013
895,Angola,24,AGO,2013,125,43.77727127075195,***,2013,***,2013,***,2013,***,2013,***,2013,25.100000381469727,2013,***,2013,***,2013,***,2013,***,2013
