,country,isonum,isocode,year,rank_pers,pers,racial,racial_year,immig,immig_year,freedom,freedom_year,lgbx,lgbx_year,propright,propright_year,rrgov,rrgov_year,rrsoc,rrsoc_year,lgbt_rights,lgbt_rights_year,deathpen,deathpen_year,civlib,civlib_year,conscription,conscription_year,pf,pf_year
875,Swaziland,748,SWZ,2012,135,36.06000900268555,***,2011,***,2011,***,2011,***,2011,0,2015,2.1,2012,3.0,2012,0,2016,1,2012,3,2012,10.0,2012,77.0,2012
876,Chad,148,TCD,2012,139,33.7349967956543,***,2012,***,2012,***,2012,***,2012,0,2011,4.6,2012,2.2,2012,1,2012,1,2012,2,2012,3.0,2012,76.0,2012
877,Togo,768,TGO,2012,80,55.3522834777832,***,2011,***,2011,***,2011,***,2011,1,2011,1.7,2012,0.3,2012,0,2016,0,2012,4,2012,0.0,2012,70.0,2012
878,Thailand,764,THA,2012,116,42.86534881591797,***,2012,***,2012,***,2012,***,2012,1,2011,3.6,2012,7.5,2012,1,2012,1,2012,4,2012,0.0,2012,62.0,2012
879,Tajikistan,762,TJK,2012,130,37.37841033935547,***,2012,***,2012,***,2012,***,2010,1,2011,7.2,2012,2.4,2012,1,2012,1,2012,2,2012,0.0,2012,79.0,2012
880,Trinidad and Tobago,780,TTO,2012,43,67.20126342773438,***,2011,***,2011,***,2011,***,2011,1,2015,1.2,2012,0.0,2012,0,2016,1,2012,6,2012,10.0,2012,26.0,2012
881,Tunisia,788,TUN,2012,129,39.07579803466797,***,2012,***,2012,***,2012,***,2012,1,2011,5.1,2012,6.8,2012,0,2016,1,2012,4,2012,3.0,2012,52.0,2012
882,Turkey,792,TUR,2012,102,47.37553405761719,***,2012,***,2012,***,2012,***,2012,1,2011,6.4,2012,5.5,2012,1,2012,0,2012,4,2012,1.0,2012,56.0,2012
883,Tanzania,834,TZA,2012,106,46.12345886230469,***,2012,***,2012,***,2012,***,2012,1,2011,3.4,2012,6.0,2012,0,2016,1,2012,5,2012,5.0,2012,51.0,2012
884,Uganda,800,UGA,2012,99,47.65747833251953,***,2012,***,2012,***,2012,***,2012,1,2011,2.5,2012,6.3,2012,0,2016,1,2012,4,2012,10.0,2012,55.0,2012
885,Ukraine,804,UKR,2012,90,51.31208801269531,***,2012,***,2012,***,2012,***,2012,1,2011,4.4,2012,4.1,2012,1,2012,0,2012,5,2012,0.0,2012,60.0,2012
886,Uruguay,858,URY,2012,12,83.91387176513672,***,2012,***,2012,***,2012,***,2012,1,2011,0.8,2012,0.8,2012,1,2012,0,2012,7,2012,10.0,2012,26.0,2012
887,United States,840,USA,2012,28,73.74848937988281,***,2012,***,2012,***,2012,***,2012,1,2011,3.7,2012,1.9,2012,1,2012,1,2012,7,2012,10.0,2012,18.0,2012
888,Venezuela,862,VEN,2012,76,57.00947570800781,***,2012,***,2012,***,2012,***,2012,1,2011,3.9,2012,1.9,2012,1,2012,0,2012,3,2012,0.0,2012,76.0,2012
889,Vietnam,704,VNM,2012,132,37.25236892700195,***,2012,***,2012,***,2012,***,2012,1,2011,6.7,2012,5.6,2012,1,2012,1,2012,3,2012,0.0,2012,84.0,2012
890,Yemen,887,YEM,2012,147,25.650014877319336,***,2012,***,2012,***,2012,***,--,1,2011,6.3,2012,8.4,2012,0,2016,1,2012,2,2012,0.0,2012,79.0,2012
891,South Africa,710,ZAF,2012,25,75.4501953125,***,2012,***,2012,***,2012,***,2012,1,2011,0.5,2012,3.3,2012,3,2012,0,2012,6,2012,10.0,2012,35.0,2012
892,Zambia,894,ZMB,2012,89,51.35515213012695,***,2012,***,2012,***,2012,***,2012,1,2011,3.0,2012,3.1,2012,0,2016,1,2012,4,2012,10.0,2012,60.0,2012
893,Zimbabwe,716,ZWE,2012,121,41.72695541381836,***,2012,***,2012,***,2012,***,2012,1,2011,2.5,2012,1.5,2012,0,2016,1,2012,2,2012,10.0,2012,77.0,2012
894,Afghanistan,4,AFG,2013,148,26.290390014648438,***,2013,***,2013,***,2013,***,2013,0,2015,8.0,2013,7.8,2013,0,2016,1,2013,2,2013,7.698071002960205,--,66.0,2013
895,Angola,24,AGO,2013,115,43.705711364746094,***,2013,***,2013,***,2013,***,2013,1,2013,5.0,2013,2.9,2013,0,2016,0,2013,3,2013,0.0,2013,69.0,2013
896,Albania,8,ALB,2013,74,58.678157806396484,***,2013,***,2013,***,2013,***,2013,1,2013,2.2,2013,0.3,2013,1,2013,0,2013,5,2013,3.0,2013,49.0,2013
897,United Arab Emirates,784,ARE,2013,106,46.892337799072266,***,2009,***,2013,***,2013,***,--,1,2013,4.6,2013,1.5,2013,0,2016,1,2013,2,2013,10.0,2013,76.0,2013
898,Argentina,32,ARG,2013,23,79.25897979736328,***,2013,***,2013,***,2013,***,2013,1,2013,2.0,2013,1.4,2013,3,2013,0,2013,6,2013,10.0,2013,51.0,2013
899,Armenia,51,ARM,2013,104,47.585418701171875,***,2013,***,2013,***,2013,***,2013,1,2013,5.2,2013,5.3,2013,1,2013,0,2013,4,2013,0.0,2013,62.0,2013
900,Australia,36,AUS,2013,6,87.19437408447266,***,2013,***,2013,***,2013,***,2013,1,2013,1.4,2013,1.4,2013,2,2013,0,2013,7,2013,10.0,2013,22.0,2013
901,Austria,40,AUT,2013,22,79.75653076171875,***,2013,***,2013,***,2013,***,2013,1,2013,3.1,2013,1.9,2013,2,2013,0,2013,7,2013,3.0,2013,21.0,2013
902,Azerbaijan,31,AZE,2013,117,43.22624206542969,***,2013,***,2013,***,2013,***,2013,1,2013,7.3,2013,3.4,2013,1,2013,0,2013,2,2013,1.0,2013,84.0,2013
903,Burundi,108,BDI,2013,90,52.76887512207031,***,2011,***,2011,***,2011,***,2011,1,2013,2.3,2013,1.0,2013,0,2016,0,2013,3,2013,10.0,2013,74.0,2013
904,Belgium,56,BEL,2013,8,86.610107421875,***,2013,***,2013,***,2013,***,2013,1,2013,3.8,2013,1.6,2013,3,2013,0,2013,7,2013,10.0,2013,11.0,2013
905,Benin,204,BEN,2013,52,64.35515594482422,***,2013,***,2013,***,2013,***,2013,1,2013,0.3,2013,0.4,2013,1,2013,1,2013,6,2013,1.0,2013,36.0,2013
906,Burkina Faso,854,BFA,2013,63,61.79558181762695,***,2013,***,2013,***,2013,***,2013,1,2013,1.3,2013,3.1,2013,1,2013,1,2013,5,2013,10.0,2013,44.0,2013
907,Bangladesh,50,BGD,2013,109,46.13551712036133,***,2013,***,2013,***,2013,***,2013,1,2013,5.2,2013,8.7,2013,0,2016,1,2013,4,2013,10.0,2013,54.0,2013
908,Bulgaria,100,BGR,2013,58,62.8099365234375,***,2013,***,2013,***,2013,***,2013,1,2013,5.4,2013,3.6,2013,1,2013,0,2013,6,2013,10.0,2013,39.0,2013
909,Bahrain,48,BHR,2013,128,39.62589645385742,***,2009,***,2013,***,2013,***,--,1,2015,6.5,2013,3.5,2013,1,2013,1,2013,2,2013,10.0,2013,87.0,2013
910,Belarus,112,BLR,2013,131,37.791568756103516,***,2013,***,2013,***,2013,***,2013,1,2013,6.3,2013,1.2,2013,1,2013,1,2013,2,2013,5.893049716949463,--,93.0,2013
911,Belize,84,BLZ,2013,66,61.115135192871094,***,2007,***,2007,***,2007,***,2007,1,2015,1.1,2013,0.0,2013,0,2016,1,2013,6,2013,10.0,2013,22.0,2013
912,Bolivia,68,BOL,2013,67,60.501583099365234,***,2013,***,2013,***,2013,***,2013,1,2013,1.5,2013,0.0,2013,1,2013,1,2013,5,2013,3.0,2013,48.0,2013
913,Brazil,76,BRA,2013,36,70.66954040527344,***,2013,***,2013,***,2013,***,2013,1,2013,0.2,2013,3.7,2013,3,2013,1,2013,6,2013,3.0,2013,45.0,2013
914,Botswana,72,BWA,2013,57,63.25725173950195,***,2013,***,2013,***,2013,***,2013,1,2013,0.7,2013,0.0,2013,0,2016,1,2013,6,2013,10.0,2013,41.0,2013
915,Central African Republic,140,CAF,2013,143,31.14527702331543,***,2011,***,2011,***,2011,***,2011,0,--,4.2,2013,7.6,2013,1,2013,1,2013,1,2013,0.0,2013,77.0,2013
916,Canada,124,CAN,2013,2,91.07176971435547,***,2013,***,2013,***,2013,***,2013,1,2013,1.2,2013,1.2,2013,3,2013,0,2013,7,2013,10.0,2013,19.0,2013
917,Switzerland,756,CHE,2013,15,83.11369323730469,***,2012,***,2012,***,2012,***,2012,1,2013,2.6,2013,1.9,2013,2,2013,0,2013,7,2013,5.0,2013,12.0,2013
918,Chile,152,CHL,2013,46,66.73385620117188,***,2013,***,2013,***,2013,***,2013,0,2013,1.6,2013,1.2,2013,1,2013,0,2013,7,2013,1.0,2013,31.0,2013
919,China,156,CHN,2013,137,34.874534606933594,***,2013,***,2013,***,2013,***,2013,1,2013,9.1,2013,4.4,2013,1,2013,1,2013,2,2013,0.0,2013,84.0,2013
920,Ivory Coast,384,CIV,2013,80,55.91904067993164,***,2013,***,2013,***,2013,***,2013,0,2013,0.7,2013,0.8,2013,1,2013,0,2013,4,2013,1.0,2013,55.0,2013
921,Cameroon,120,CMR,2013,119,42.472007751464844,***,2013,***,2013,***,2013,***,2013,0,2013,1.8,2013,0.6,2013,0,2016,1,2013,2,2013,10.0,2013,66.0,2013
922,Democratic Republic of Congo,180,COD,2013,136,35.201839447021484,***,2013,***,2013,***,2013,***,2013,0,2013,1.1,2013,2.3,2013,1,2013,1,2013,2,2013,3.0,2013,79.0,2013
923,Congo,178,COG,2013,99,48.52143096923828,***,2013,***,2013,***,2013,***,2013,0,2013,0.7,2013,0.0,2013,1,2013,1,2013,3,2013,10.0,2013,47.860111236572266,--
924,Colombia,170,COL,2013,44,67.18634033203125,***,2013,***,2013,***,2013,***,2013,1,2013,1.6,2013,2.1,2013,2,2013,0,2013,4,2013,0.0,2013,54.0,2013
925,Comoros,174,COM,2013,130,38.688594818115234,***,2012,***,2012,***,2012,***,2012,0,--,4.0,2013,2.9,2013,0,2016,1,2013,4,2013,6.665467262268066,--,49.0,2013
926,Costa Rica,188,CRI,2013,10,85.0479507446289,***,2013,***,2013,***,2013,***,2013,1,2013,2.8,2013,0.1,2013,2,2013,0,2013,7,2013,10.0,2013,18.0,2013
927,Cyprus,196,CYP,2013,40,68.24836730957031,***,2013,***,2013,***,2013,***,2013,1,--,2.5,2013,3.2,2013,1,2013,0,2013,7,2013,0.0,2013,32.29698181152344,--
928,Czech Republic,203,CZE,2013,26,74.42779541015625,***,2013,***,2013,***,2013,***,2013,1,2013,1.1,2013,2.7,2013,2,2013,0,2013,7,2013,10.0,2013,20.0,2013
929,Germany,276,DEU,2013,21,80.41831970214844,***,2013,***,2013,***,2013,***,2013,1,2013,4.5,2013,4.3,2013,2,2013,0,2013,7,2013,10.0,2013,17.0,2013
930,Djibouti,262,DJI,2013,92,52.32682800292969,***,2011,***,2011,***,2011,***,2011,1,2015,5.1,2013,1.2,2013,1,2013,0,2013,3,2013,1.9826459884643555,--,75.0,2013
931,Denmark,208,DNK,2013,11,85.02239990234375,***,2013,***,2013,***,2013,***,2013,1,2013,3.2,2013,1.6,2013,3,2013,0,2013,7,2013,3.0,2013,12.0,2013
932,Dominican Republic,214,DOM,2013,35,70.86275482177734,***,2013,***,2013,***,2013,***,2013,1,2013,1.5,2013,0.0,2013,1,2013,0,2013,5,2013,10.0,2013,41.0,2013
933,Algeria,12,DZA,2013,135,35.59919738769531,***,2012,***,2012,***,2012,***,2012,1,2013,6.1,2013,5.9,2013,0,2016,1,2013,3,2013,1.0,2013,59.0,2013
934,Ecuador,218,ECU,2013,61,62.35515594482422,***,2013,***,2013,***,2013,***,2013,0,2013,0.7,2013,0.1,2013,1,2013,0,2013,5,2013,3.0,2013,62.0,2013
935,Egypt,818,EGY,2013,147,27.294858932495117,***,2011,***,2013,***,2013,***,--,1,2013,8.2,2013,7.7,2013,0,2016,1,2013,3,2013,0.0,2013,68.0,2013
936,Spain,724,ESP,2013,13,84.22681427001953,***,2013,***,2013,***,2013,***,2013,1,2013,3.0,2013,2.4,2013,3,2013,0,2013,7,2013,10.0,2013,28.0,2013
937,Estonia,233,EST,2013,33,71.20384979248047,***,2013,***,2013,***,2013,***,2013,1,2013,1.4,2013,0.0,2013,1,2013,0,2013,7,2013,3.0,2013,16.0,2013
938,Ethiopia,231,ETH,2013,127,39.97674560546875,***,2013,***,2013,***,2013,***,2013,1,2013,4.6,2013,4.8,2013,0,2016,1,2013,2,2013,10.0,2013,81.0,2013
939,Finland,246,FIN,2013,19,80.93596649169922,***,2013,***,2013,***,2013,***,2013,1,2013,2.3,2013,0.1,2013,1,2013,0,2013,7,2013,3.0,2013,11.0,2013
940,France,250,FRA,2013,20,80.66609191894531,***,2013,***,2013,***,2013,***,2013,1,2013,4.2,2013,5.1,2013,3,2013,0,2013,7,2013,10.0,2013,22.0,2013
941,Gabon,266,GAB,2013,87,53.69279479980469,***,2013,***,2013,***,2013,***,2013,0,2013,0.5,2013,1.0,2013,1,2013,0,2013,3,2013,10.0,2013,70.0,2013
942,United Kingdom,826,GBR,2013,16,82.9919662475586,***,2013,***,2013,***,2013,***,2013,1,2013,1.7,2013,5.4,2013,2,2013,0,2013,7,2013,10.0,2013,23.0,2013
943,Georgia,268,GEO,2013,76,58.09531784057617,***,2013,***,2013,***,2013,***,2013,1,2013,3.1,2013,4.5,2013,1,2013,0,2013,5,2013,1.0,2013,47.0,2013
944,Ghana,288,GHA,2013,72,59.108245849609375,***,2013,***,2013,***,2013,***,2013,1,2013,1.3,2013,2.7,2013,0,2016,1,2013,6,2013,10.0,2013,28.0,2013
945,Guinea,324,GIN,2013,108,46.266441345214844,***,2013,***,2013,***,2013,***,2013,1,2013,2.1,2013,1.7,2013,0,2016,1,2013,3,2013,0.0,2013,64.0,2013
946,Greece,300,GRC,2013,77,56.65546798706055,***,2013,***,2013,***,2013,***,2013,1,2013,4.4,2013,5.3,2013,1,2013,0,2013,6,2013,3.0,2013,46.0,2013
947,Guatemala,320,GTM,2013,81,55.43812942504883,***,2013,***,2013,***,2013,***,2013,1,2013,1.9,2013,1.2,2013,1,2013,1,2013,4,2013,3.0,2013,60.0,2013
948,Guyana,328,GUY,2013,71,59.310935974121094,***,2007,***,2007,***,2007,***,2007,1,2015,1.2,2013,0.0,2013,0,2016,1,2013,5,2013,10.0,2013,34.0,2013
949,Hong Kong,344,HKG,2013,42,67.74016571044922,***,2012,***,2012,***,2012,***,2012,1,2013,2.9,2013,2.2,2013,1,2013,0,--,3,--,10.0,2013,37.0,2013
950,Honduras,340,HND,2013,70,60.106807708740234,***,2013,***,2013,***,2013,***,2013,1,2013,2.0,2013,0.3,2013,1,2013,0,2013,4,2013,10.0,2013,64.0,2013
951,Croatia,191,HRV,2013,53,63.9942626953125,***,2013,***,2013,***,2013,***,2013,1,2013,1.5,2013,2.7,2013,1,2013,0,2013,6,2013,10.0,2013,40.0,2013
952,Hungary,348,HUN,2013,34,71.1085205078125,***,2013,***,2013,***,2013,***,2013,1,2013,2.9,2013,2.4,2013,2,2013,0,2013,6,2013,10.0,2013,35.0,2013
953,Indonesia,360,IDN,2013,129,38.81366729736328,***,2013,***,2013,***,2013,***,2013,1,2013,8.5,2013,7.8,2013,0,2016,1,2013,4,2013,5.0,2013,49.0,2013
954,India,356,IND,2013,101,48.176578521728516,***,2013,***,2013,***,2013,***,2013,1,2013,5.0,2013,9.0,2013,0,2016,1,2013,5,2013,10.0,2013,39.0,2013
955,Ireland,372,IRL,2013,14,84.07923889160156,***,2013,***,2013,***,2013,***,2013,1,2013,1.5,2013,1.8,2013,1,2013,0,2013,7,2013,10.0,2013,16.0,2013
956,Iran,364,IRN,2013,145,29.740741729736328,***,2013,***,2013,***,2008,***,--,1,2013,8.3,2013,5.2,2013,0,2016,1,2013,2,2013,1.0,2013,90.0,2013
957,Iraq,368,IRQ,2013,146,28.27250099182129,***,2012,***,2013,***,2012,***,2012,1,2015,6.4,2013,7.4,2013,0,2016,1,2013,2,2013,3.7638306617736816,--,69.0,2013
958,Iceland,352,ISL,2013,4,88.81251525878906,***,2013,***,2013,***,2013,***,2013,1,2013,3.4,2013,0.6,2013,3,2013,0,2013,7,2013,10.0,2013,12.0,2013
959,Israel,376,ISR,2013,91,52.555267333984375,***,2013,***,2013,***,2013,***,2013,1,2013,5.7,2013,9.0,2013,2,2013,1,2013,6,2013,0.0,2013,30.0,2013
960,Italy,380,ITA,2013,29,72.98450469970703,***,2013,***,2013,***,2013,***,2013,1,2013,2.0,2013,3.7,2013,1,2013,0,2013,7,2013,10.0,2013,31.0,2013
961,Jamaica,388,JAM,2013,60,62.37984848022461,***,2013,***,2013,***,2013,***,2013,1,2013,1.5,2013,0.4,2013,0,2016,1,2013,5,2013,10.0,2013,17.0,2013
962,Jordan,400,JOR,2013,124,41.360321044921875,***,2008,***,2013,***,2013,***,--,1,2013,6.2,2013,2.9,2013,1,2013,1,2013,3,2013,10.0,2013,68.0,2013
963,Japan,392,JPN,2013,47,66.58483123779297,***,2013,***,2013,***,2013,***,2013,1,2013,1.1,2013,2.4,2013,1,2013,1,2013,7,2013,10.0,2013,25.0,2013
964,Kazakhstan,398,KAZ,2013,120,42.4013786315918,***,2013,***,2013,***,2013,***,2013,1,2013,6.0,2013,1.0,2013,1,2013,1,2013,3,2013,3.0,2013,85.0,2013
965,Kenya,404,KEN,2013,100,48.191497802734375,***,2013,***,2013,***,2013,***,2013,1,2013,3.7,2013,7.3,2013,0,2016,1,2013,4,2013,10.0,2013,57.0,2013
966,Kyrgyzstan,417,KGZ,2013,96,49.602352142333984,***,2013,***,2013,***,2013,***,2013,1,2013,5.7,2013,1.9,2013,1,2013,0,--,3,2013,1.0,2013,66.0,2013
967,Cambodia,116,KHM,2013,69,60.10795211791992,***,2013,***,2013,***,2013,***,2013,1,2013,2.2,2013,0.4,2013,1,2013,0,2013,3,2013,10.0,2013,66.0,2013
968,South Korea,410,KOR,2013,73,59.05426788330078,***,2013,***,2013,***,2013,***,2013,1,2013,2.0,2013,0.3,2013,1,2013,1,2013,6,2013,0.0,2013,32.0,2013
969,Kuwait,414,KWT,2013,112,45.35027313232422,***,2009,***,2013,***,2013,***,--,1,2013,5.4,2013,3.6,2013,0,2016,1,2013,3,2013,10.0,2013,59.0,2013
970,Laos,418,LAO,2013,103,47.65989303588867,***,2011,***,2011,***,2011,***,2011,1,2013,6.1,2013,1.5,2013,1,2013,1,--,2,2013,4.419906139373779,--,84.0,2013
971,Lebanon,422,LBN,2013,111,45.71260070800781,***,2013,***,2013,***,2013,***,2013,1,2013,4.0,2013,6.1,2013,0,2016,1,2013,4,2013,10.0,2013,53.0,2013
972,Liberia,430,LBR,2013,98,49.07231140136719,***,2013,***,2013,***,2013,***,2013,1,2013,1.4,2013,1.0,2013,0,2016,1,2013,4,2013,6.800796985626221,--,58.0,2013
973,Libya,434,LBY,2013,141,32.705135345458984,***,--,***,2012,***,2012,***,--,0,--,4.7,2013,6.9,2013,0,2016,1,2013,3,2013,10.0,2013,62.0,2013
974,Sri Lanka,144,LKA,2013,116,43.53948211669922,***,2013,***,2013,***,2013,***,2013,1,2013,5.3,2013,8.3,2013,0,2016,1,2013,4,2013,10.0,2013,76.0,2013
975,Lesotho,426,LSO,2013,78,56.411434173583984,***,2011,***,2011,***,2011,***,2011,1,2013,0.5,2013,0.0,2013,1,2013,1,2013,5,2013,10.0,2013,47.0,2013
976,Lithuania,440,LTU,2013,41,68.20671844482422,***,2013,***,2013,***,2013,***,2013,1,2013,2.3,2013,0.8,2013,1,2013,0,2013,7,2013,10.0,2013,24.0,2013
977,Luxembourg,442,LUX,2013,24,79.15933990478516,***,2013,***,2013,***,2013,***,2013,1,2015,1.5,2013,0.0,2013,1,2013,0,2013,7,2013,10.0,2013,12.0,2013
978,Latvia,428,LVA,2013,45,67.06661224365234,***,2013,***,2013,***,2013,***,2013,1,2013,2.9,2013,1.2,2013,1,2013,0,2013,6,2013,10.0,2013,27.0,2013
979,Morocco,504,MAR,2013,125,41.237152099609375,***,2011,***,2013,***,2013,***,2011,1,2013,6.3,2013,1.2,2013,0,2016,1,2013,4,2013,1.0,2013,66.0,2013
980,Moldova,498,MDA,2013,85,54.67814636230469,***,2013,***,2013,***,2013,***,2013,1,2013,4.4,2013,3.8,2013,1,2013,0,2013,5,2013,3.0,2013,53.0,2013
981,Madagascar,450,MDG,2013,102,47.81911849975586,***,2013,***,2013,***,2013,***,2013,1,2013,3.4,2013,0.4,2013,1,2013,1,2013,4,2013,1.0,2013,63.0,2013
982,Mexico,484,MEX,2013,55,63.715763092041016,***,2013,***,2013,***,2013,***,2013,1,2013,3.4,2013,3.7,2013,2,2013,0,2013,5,2013,3.0,2013,61.0,2013
983,Macedonia,807,MKD,2013,64,61.727535247802734,***,2013,***,2013,***,2013,***,2013,1,2013,2.5,2013,2.4,2013,1,2013,0,--,5,2013,10.0,2013,57.0,2013
984,Mali,466,MLI,2013,84,54.854148864746094,***,2013,***,2013,***,2013,***,2013,1,2013,1.8,2013,3.6,2013,1,2013,1,2013,4,2013,0.0,2013,37.0,2013
985,Malta,470,MLT,2013,18,81.80103302001953,***,2013,***,2013,***,2013,***,2013,1,2015,1.1,2013,0.9,2013,1,2013,0,2013,7,2013,10.0,2013,23.0,2013
986,Montenegro,499,MNE,2013,49,66.46023559570312,***,2013,***,2013,***,2013,***,2013,1,2013,1.9,2013,2.5,2013,1,2013,0,2013,6,2013,10.0,2013,39.0,2013
987,Mongolia,496,MNG,2013,83,55.069766998291016,***,2013,***,2013,***,2013,***,2013,1,2013,2.8,2013,0.8,2013,1,2013,1,2013,6,2013,3.0,2013,37.0,2013
988,Mozambique,508,MOZ,2013,50,65.13896179199219,***,2011,***,2011,***,2011,***,2011,1,2013,1.9,2013,1.7,2013,1,2013,0,2013,5,2013,0.0,2013,45.0,2013
989,Mauritania,478,MRT,2013,134,35.60982131958008,***,2013,***,2013,***,2013,***,2013,0,2013,5.9,2013,1.3,2013,0,2016,1,2013,3,2013,5.0,2013,48.0,2013
990,Mauritius,480,MUS,2013,27,74.050537109375,***,2011,***,2011,***,2011,***,2011,1,2013,1.4,2013,1.0,2013,0,2016,0,2013,6,2013,10.0,2013,30.0,2013
991,Malawi,454,MWI,2013,86,54.18978500366211,***,2013,***,2013,***,2013,***,2013,1,2013,0.8,2013,1.3,2013,0,2016,1,2013,4,2013,10.0,2013,51.0,2013
992,Malaysia,458,MYS,2013,113,44.891761779785156,***,2013,***,2013,***,2013,***,2013,1,2013,7.9,2013,2.9,2013,0,2016,1,2013,4,2013,10.0,2013,64.0,2013
993,Namibia,516,NAM,2013,32,71.33131408691406,***,2007,***,2007,***,2007,***,2007,1,2013,0.4,2013,0.0,2013,0,2016,0,2013,6,2013,10.0,2013,31.0,2013
994,Niger,562,NER,2013,110,45.99540710449219,***,2013,***,2013,***,2013,***,2013,0,--,1.7,2013,4.0,2013,1,2013,1,2013,4,2013,0.0,2013,52.0,2013
995,Nigeria,566,NGA,2013,122,41.56044006347656,***,2013,***,2012,***,2013,***,2012,1,2013,4.1,2013,8.7,2013,0,2016,1,2013,3,2013,10.0,2013,51.0,2013
996,Nicaragua,558,NIC,2013,31,71.7904052734375,***,2013,***,2013,***,2013,***,2013,1,2013,2.4,2013,0.0,2013,1,2013,0,2013,5,2013,10.0,2013,52.0,2013
997,Netherlands,528,NLD,2013,3,89.97875213623047,***,2013,***,2013,***,2013,***,2013,1,2013,1.9,2013,2.1,2013,3,2013,0,2013,7,2013,10.0,2013,10.0,2013
998,Norway,578,NOR,2013,12,84.46024322509766,***,2012,***,2012,***,2012,***,2012,1,2013,2.5,2013,2.4,2013,3,2013,0,2013,7,2013,1.0,2013,10.0,2013
999,Nepal,524,NPL,2013,59,62.42119216918945,***,2013,***,2013,***,2013,***,2013,1,2013,3.9,2013,5.8,2013,1,2013,0,2013,4,2013,10.0,2013,55.0,2013
1000,New Zealand,554,NZL,2013,1,91.2741928100586,***,2013,***,2013,***,2013,***,2013,1,2013,0.8,2013,0.9,2013,3,2013,0,2013,7,2013,10.0,2013,18.0,2013
1001,Oman,512,OMN,2013,105,47.26930618286133,***,--,***,--,***,2011,***,--,1,2013,5.2,2013,0.1,2013,0,2016,1,2013,3,2013,10.0,2013,71.0,2013
1002,Pakistan,586,PAK,2013,138,34.863624572753906,***,2013,***,2013,***,2013,***,2013,1,2013,6.4,2013,8.8,2013,0,2016,1,2013,3,2013,10.0,2013,64.0,2013
1003,Panama,591,PAN,2013,28,73.05885314941406,***,2013,***,2013,***,2013,***,2013,1,2013,1.3,2013,0.0,2013,1,2013,0,2013,6,2013,10.0,2013,50.0,2013
1004,Peru,604,PER,2013,68,60.16767501831055,***,2013,***,2013,***,2013,***,2013,1,2013,2.9,2013,0.6,2013,1,2013,1,2013,5,2013,10.0,2013,44.0,2013
1005,Philippines,608,PHL,2013,56,63.69566345214844,***,2013,***,2013,***,2013,***,2013,0,2013,1.0,2013,3.2,2013,1,2013,0,2013,5,2013,10.0,2013,44.0,2013
1006,Poland,616,POL,2013,38,69.45649719238281,***,2013,***,2013,***,2013,***,2013,1,2013,2.2,2013,2.8,2013,1,2013,0,2013,7,2013,10.0,2013,27.0,2013
1007,Portugal,620,PRT,2013,7,86.7815170288086,***,2013,***,2013,***,2013,***,2013,1,2013,1.1,2013,0.0,2013,3,2013,0,2013,7,2013,10.0,2013,18.0,2013
1008,Paraguay,600,PRY,2013,43,67.27017211914062,***,2013,***,2013,***,2013,***,2013,1,2013,1.1,2013,1.6,2013,1,2013,0,2013,5,2013,1.0,2013,59.0,2013
1009,Qatar,634,QAT,2013,94,50.621585845947266,***,2012,***,2012,***,2012,***,--,1,2015,6.0,2013,0.6,2013,0,2016,1,2013,3,2013,10.0,2013,67.0,2013
1010,Romania,642,ROU,2013,65,61.436988830566406,***,2013,***,2013,***,2013,***,2013,1,2013,4.5,2013,5.3,2013,1,2013,0,2013,6,2013,10.0,2013,41.0,2013
1011,Russia,643,RUS,2013,140,33.2782096862793,***,2013,***,2013,***,2013,***,2013,1,2013,7.4,2013,8.1,2013,1,2013,1,2013,3,2013,3.0,2013,81.0,2013
1012,Rwanda,646,RWA,2013,75,58.275909423828125,***,--,***,2013,***,2013,***,2013,1,2013,4.8,2013,0.0,2013,1,2013,0,2013,3,2013,10.0,2013,79.0,2013
1013,Saudi Arabia,682,SAU,2013,142,32.04852294921875,***,2009,***,2013,***,2012,***,--,1,2013,7.8,2013,3.6,2013,0,2016,1,2013,1,2013,10.0,2013,83.0,2013
1014,Serbia,688,SCG,2013,51,64.75653076171875,***,2013,***,2013,***,2013,***,2013,1,2013,3.4,2013,2.3,2013,1,2013,0,--,6,2013,10.0,2013,37.0,2013
1015,Sudan,729,SDN,2013,144,29.751375198364258,***,2012,***,2012,***,2012,***,2011,1,2013,7.0,2013,6.5,2013,0,2016,1,2013,1,2013,9.790736198425293,--,81.0,2013
1016,Senegal,686,SEN,2013,54,63.935691833496094,***,2013,***,2013,***,2013,***,2013,1,2013,1.2,2013,1.7,2013,0,2016,0,2013,6,2013,0.0,2013,48.0,2013
1017,Singapore,702,SGP,2013,97,49.15675735473633,***,2012,***,2012,***,2012,***,2012,1,2013,6.6,2013,1.0,2013,0,2016,1,2013,4,2013,0.0,2013,67.0,2013
1018,Sierra Leone,694,SLE,2013,88,53.32730484008789,***,2013,***,2013,***,2013,***,2013,1,2013,1.4,2013,1.9,2013,0,2016,1,--,5,2013,10.0,2013,49.0,2013
1019,El Salvador,222,SLV,2013,62,62.33390426635742,***,2013,***,2013,***,2013,***,2013,1,2013,1.5,2013,0.0,2013,1,2013,1,2013,5,2013,10.0,2013,39.0,2013
1020,Suriname,740,SUR,2013,39,69.25868225097656,***,2012,***,2012,***,2012,***,2012,1,2015,0.2,2013,0.6,2013,1,2013,1,2013,6,2013,10.0,2013,28.0,2013
